completed_work.PROGRAM_KEY,WORKCENTER,completed_work.WEEK_ENDING,PLANT_KEY,SumOfTOTAL_PLANNED_HRS,SITE_CD,SumOfTOTAL_COST_AMT,SumOfTOTAL_HRS,SumOfDEFECT_QTY,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,RESP_WORKCENTER
WH,J0117141,2019/01/19,1400,2.16,,,,,,,,
WH,J0117141,2019/01/26,1400,3.9,,,,,,,,
WH,J0117141,2019/02/02,1400,2.19,,,,,,,,
WH,J0117141,2019/02/09,1400,2.16,,,,,,,,
WH,J0117141,2019/02/16,1400,0.81,,,,,,,,
WH,J0117141,2019/02/23,1400,0.03,,,,,,,,
WH,J0117141,2019/03/02,1400,0.06,,,,,,,,
WH,J0117141,2019/03/30,1400,0.12,,,,,,,,
WH,J0117141,2019/04/06,1400,0.03,,,,,,,,
WH,J0117141,2019/04/20,1400,0.03,,,,,,,,
CA,J0117170,2018/01/06,1400,2.635,,,,,,,,
WA,J0117170,2019/01/19,1400,2.04,,,,,,,,
WA,J0117170,2019/02/16,1400,4.56,,,,,,,,
WA,J0117170,2019/02/23,1400,3.052,,,,,,,,
WA,J0117170,2019/03/02,1400,4.392,,,,,,,,
WA,J0117170,2019/03/09,1400,7.048,,,,,,,,
WA,J0117170,2019/03/16,1400,7.91,,,,,,,,
WA,J0117170,2019/03/23,1400,1.33,,,,,,,,
WA,J0117170,2019/03/30,1400,2,,,,,,,,
WA,J0117170,2019/04/06,1400,15.848,,,,,,,,
WA,J0117170,2019/04/13,1400,14.048,,,,,,,,
WA,J0117170,2019/04/20,1400,26.96,,,,,,,,
WA,J0117170,2019/04/27,1400,2.92,,,,,,,,
WA,J0117170,2019/05/04,1400,19.861,,,,,,,,
WA,J0117170,2019/05/11,1400,13.294,,,,,,,,
WA,J0117170,2019/05/18,1400,19.363,,,,,,,,
WA,J0117170,2019/05/25,1400,19.411,,,,,,,,
WA,J0117170,2019/06/01,1400,14.022,,,,,,,,
WA,J0117170,2019/06/08,1400,14.162,,,,,,,,
WA,J0117170,2019/06/15,1400,21.652,,,,,,,,
WA,J0117170,2019/06/22,1400,12.788,,,,,,,,
WA,J0117170,2019/06/29,1400,6.34,,,,,,,,
WA,J0117170,2019/07/20,1400,1.568,,,,,,,,
WH,J0117170,2018/01/27,1400,8,,,,,,,,
WH,J0117170,2018/04/07,1400,16,,,,,,,,
WH,J0117170,2018/04/28,1400,24,,,,,,,,
WH,J0117170,2018/05/19,1400,8,,,,,,,,
WH,J0117170,2018/05/26,1400,8,1400,380,$1.05,1,$0.00,$1.05,$0.00,J0117170
WH,J0117170,2018/06/23,1400,32,,,,,,,,
WH,J0117170,2018/06/30,1400,8,,,,,,,,
WH,J0117170,2018/08/18,1400,8,,,,,,,,
WH,J0117170,2018/09/08,1400,8,,,,,,,,
WH,J0117170,2018/09/15,1400,16,,,,,,,,
WH,J0117170,2018/12/15,1400,8,,,,,,,,
WH,J0117170,2018/12/29,1400,8,,,,,,,,
WH,J0117170,2019/01/19,1400,8,,,,,,,,
WA,J0122102,2018/09/22,1400,0.209,,,,,,,,
MG,J0122303,2018/09/22,1400,16.56,,,,,,,,
WA,J0122507,2019/04/27,1400,0.497,,,,,,,,
WA,J0132402,2019/04/13,1400,0.448,,,,,,,,
WA,J0132402,2019/05/11,1400,0.256,,,,,,,,
WA,J0132402,2019/05/18,1400,0.512,,,,,,,,
WA,J0132402,2019/06/29,1400,0.256,,,,,,,,
MD,J0135102,2018/01/06,1400,76.36,,,,,,,,
MD,J0135102,2018/01/13,1400,77.354,,,,,,,,
MD,J0135102,2018/01/20,1400,51.852,,,,,,,,
MD,J0135102,2018/01/27,1400,119.94,,,,,,,,
MD,J0135102,2018/02/03,1400,104.938,1400,3922,$0.00,1,$0.00,$0.00,$0.00,J0135102
MD,J0135102,2018/02/10,1400,45.643,,,,,,,,
MD,J0135102,2018/02/17,1400,33.864,,,,,,,,
MD,J0135102,2018/02/24,1400,38.634,,,,,,,,
MD,J0135102,2018/03/03,1400,57.26,,,,,,,,
MD,J0135102,2018/03/10,1400,124.988,,,,,,,,
MD,J0135102,2018/03/17,1400,85.402,1400,1032,$0.00,4,$0.00,$0.00,$0.00,J0135102
MD,J0135102,2018/03/24,1400,63.021,,,,,,,,
MD,J0135102,2018/04/07,1400,14.596,,,,,,,,
MD,J0135102,2018/04/21,1400,0.492,,,,,,,,
MD,J0135102,2018/04/28,1400,0.492,,,,,,,,
MD,J0135102,2018/05/19,1400,31.184,,,,,,,,
MD,J0135102,2018/05/26,1400,68.313,,,,,,,,
MD,J0135102,2018/06/02,1400,17.934,,,,,,,,
MD,J0135102,2018/06/09,1400,24.39,,,,,,,,
MD,J0135102,2018/06/16,1400,52.87,,,,,,,,
MD,J0135102,2018/06/23,1400,154.803,,,,,,,,
MD,J0135102,2018/06/30,1400,98.005,,,,,,,,
MD,J0135102,2018/07/07,1400,101.879,,,,,,,,
MD,J0135102,2018/07/14,1400,19.705,,,,,,,,
MD,J0135102,2018/07/21,1400,26.41,,,,,,,,
MD,J0135102,2018/07/28,1400,59.296,,,,,,,,
MD,J0135102,2018/08/04,1400,5.246,,,,,,,,
MD,J0135102,2018/08/11,1400,0.984,,,,,,,,
MD,J0135102,2018/08/18,1400,0.984,,,,,,,,
MD,J0135102,2018/09/01,1400,8.524,,,,,,,,
MD,J0135102,2018/09/08,1400,111.17,,,,,,,,
MD,J0135102,2018/09/15,1400,202.606,,,,,,,,
MD,J0135102,2018/09/22,1400,115.273,,,,,,,,
MD,J0135102,2018/09/29,1400,201.64,,,,,,,,
MD,J0135102,2018/10/06,1400,187.067,,,,,,,,
MD,J0135102,2018/10/13,1400,87.013,,,,,,,,
MD,J0135102,2018/10/20,1400,16.397,,,,,,,,
MD,J0135102,2018/10/27,1400,72.863,,,,,,,,
MD,J0135102,2018/11/03,1400,112.08,,,,,,,,
MD,J0135102,2018/11/10,1400,103.027,,,,,,,,
MD,J0135102,2018/11/17,1400,76.45,,,,,,,,
MD,J0135102,2018/11/24,1400,136.446,,,,,,,,
MD,J0135102,2018/12/01,1400,68.76,,,,,,,,
MD,J0135102,2018/12/08,1400,125.854,,,,,,,,
MD,J0135102,2018/12/15,1400,155.753,,,,,,,,
MD,J0135102,2018/12/22,1400,79.013,,,,,,,,
MD,J0135102,2019/01/05,1400,81.576,,,,,,,,
MD,J0135102,2019/01/12,1400,227.368,,,,,,,,
MD,J0135102,2019/01/19,1400,186.486,,,,,,,,
MD,J0135102,2019/01/26,1400,183.72,,,,,,,,
MD,J0135102,2019/02/02,1400,189.266,,,,,,,,
MD,J0135102,2019/02/09,1400,149.468,,,,,,,,
MD,J0135102,2019/02/16,1400,114.438,,,,,,,,
MD,J0135102,2019/02/23,1400,200.999,,,,,,,,
MD,J0135102,2019/03/02,1400,239.866,,,,,,,,
MD,J0135102,2019/03/09,1400,238.41,,,,,,,,
MD,J0135102,2019/03/16,1400,206.843,,,,,,,,
MD,J0135102,2019/03/23,1400,173.718,,,,,,,,
MD,J0135102,2019/03/30,1400,161.292,,,,,,,,
MD,J0135102,2019/04/06,1400,131.743,,,,,,,,
MD,J0135102,2019/04/13,1400,143.663,,,,,,,,
MD,J0135102,2019/04/20,1400,44.632,,,,,,,,
MD,J0135102,2019/04/27,1400,13.543,,,,,,,,
MD,J0135102,2019/05/04,1400,59.15,,,,,,,,
MD,J0135102,2019/05/11,1400,158.983,,,,,,,,
MD,J0135102,2019/05/18,1400,142.985,,,,,,,,
MD,J0135102,2019/05/25,1400,31.623,,,,,,,,
MD,J0135102,2019/06/01,1400,44.548,,,,,,,,
MD,J0135102,2019/06/08,1400,120.047,,,,,,,,
MD,J0135102,2019/06/15,1400,167.403,,,,,,,,
MD,J0135102,2019/06/22,1400,158.285,,,,,,,,
MD,J0135102,2019/06/29,1400,213.368,,,,,,,,
MD,J0135102,2019/07/06,1400,107.578,,,,,,,,
MD,J0135102,2019/07/13,1400,137.706,,,,,,,,
MD,J0135102,2019/07/20,1400,193.255,,,,,,,,
MD,J0135102,2019/07/27,1400,114.822,,,,,,,,
MD,J0135102,2019/08/03,1400,6.04,,,,,,,,
MD,J0162303,2018/01/13,1400,18.668,,,,,,,,
MD,J0162303,2018/01/20,1400,9.334,,,,,,,,
MD,J0162303,2018/01/27,1400,9.334,,,,,,,,
MD,J0162303,2018/02/10,1400,9.334,,,,,,,,
MD,J0162303,2018/02/17,1400,18.668,,,,,,,,
MD,J0162303,2018/03/24,1400,18.668,,,,,,,,
MD,J0162303,2018/04/07,1400,9.334,,,,,,,,
MD,J0162303,2018/06/02,1400,18.668,,,,,,,,
MD,J0162303,2018/06/16,1400,9.334,,,,,,,,
MD,J0162303,2018/06/23,1400,9.334,,,,,,,,
MD,J0162303,2018/07/14,1400,18.668,,,,,,,,
MD,J0162303,2018/07/21,1400,9.334,,,,,,,,
MD,J0162303,2018/07/28,1400,9.334,,,,,,,,
MD,J0162303,2018/08/11,1400,9.334,,,,,,,,
MD,J0162303,2018/08/18,1400,9.334,,,,,,,,
MD,J0162303,2018/09/22,1400,9.334,,,,,,,,
MD,J0162303,2018/09/29,1400,9.334,,,,,,,,
MD,J0162303,2018/10/13,1400,18.668,,,,,,,,
MD,J0162303,2018/10/27,1400,9.334,,,,,,,,
MD,J0162303,2018/11/10,1400,9.334,,,,,,,,
MD,J0162303,2018/11/17,1400,9.334,,,,,,,,
MD,J0162303,2018/12/01,1400,18.668,,,,,,,,
MD,J0162303,2018/12/22,1400,18.668,,,,,,,,
MD,J0162303,2019/01/12,1400,9.334,,,,,,,,
MD,J0162303,2019/02/02,1400,18.668,,,,,,,,
MD,J0162303,2019/02/16,1400,9.334,,,,,,,,
MD,J0162303,2019/02/23,1400,4.667,,,,,,,,
MD,J0162303,2019/03/02,1400,4.667,,,,,,,,
MD,J0162303,2019/03/09,1400,14.001,,,,,,,,
MD,J0162303,2019/03/16,1400,9.334,,,,,,,,
MD,J0162303,2019/03/30,1400,14.001,,,,,,,,
MD,J0162303,2019/04/06,1400,4.667,,,,,,,,
MD,J0162303,2019/04/13,1400,4.667,,,,,,,,
MD,J0162303,2019/04/20,1400,18.668,,,,,,,,
MD,J0162303,2019/05/11,1400,18.668,,,,,,,,
MD,J0162303,2019/05/18,1400,9.334,,,,,,,,
MD,J0162303,2019/05/25,1400,23.335,,,,,,,,
MD,J0162303,2019/06/08,1400,14.001,,,,,,,,
MD,J0162303,2019/06/22,1400,14.001,,,,,,,,
MD,J0162303,2019/06/29,1400,9.334,,,,,,,,
MD,J0162303,2019/07/27,1400,23.335,,,,,,,,
WA,J0171501,2019/02/23,1400,0.296,,,,,,,,
WA,J0171501,2019/04/13,1400,0.336,,,,,,,,
WA,J0171501,2019/05/18,1400,0.336,,,,,,,,
WA,J0171502,2019/02/23,1400,0.108,,,,,,,,
WA,J0171502,2019/04/06,1400,0.088,,,,,,,,
WA,J0171502,2019/04/13,1400,0.088,,,,,,,,
WA,J0171502,2019/05/18,1400,0.088,,,,,,,,
WA,J0171504,2019/02/23,1400,0.796,,,,,,,,
WA,J0171504,2019/03/02,1400,0.796,,,,,,,,
WA,J0171505,2019/02/23,1400,0.948,,,,,,,,
WA,J0171505,2019/04/06,1400,0.656,,,,,,,,
WA,J0171505,2019/04/13,1400,0.648,,,,,,,,
WA,J0171505,2019/05/04,1400,0.925,,,,,,,,
WA,J0171505,2019/05/18,1400,0.648,,,,,,,,
MG,J0182602,2018/09/22,1400,0.096,,,,,,,,
WA,J0182602,2019/02/23,1400,0.984,,,,,,,,
WA,J0182602,2019/04/27,1400,0.984,,,,,,,,
MD,J0192209,2018/01/13,1400,18.544,,,,,,,,
MD,J0192209,2018/01/20,1400,9.272,,,,,,,,
MD,J0192209,2018/01/27,1400,9.272,,,,,,,,
MD,J0192209,2018/02/10,1400,9.272,,,,,,,,
MD,J0192209,2018/02/17,1400,18.544,,,,,,,,
MD,J0192209,2018/03/24,1400,18.544,,,,,,,,
MD,J0192209,2018/04/07,1400,9.272,,,,,,,,
MD,J0192209,2018/06/02,1400,18.544,,,,,,,,
MD,J0192209,2018/06/16,1400,9.272,,,,,,,,
MD,J0192209,2018/06/23,1400,9.272,,,,,,,,
MD,J0192209,2018/07/14,1400,18.544,,,,,,,,
MD,J0192209,2018/07/21,1400,9.272,,,,,,,,
MD,J0192209,2018/07/28,1400,9.272,,,,,,,,
MD,J0192209,2018/08/11,1400,9.272,,,,,,,,
MD,J0192209,2018/08/18,1400,9.272,,,,,,,,
MD,J0192209,2018/09/22,1400,9.272,,,,,,,,
MD,J0192209,2018/09/29,1400,9.272,,,,,,,,
MD,J0192209,2018/10/13,1400,18.544,,,,,,,,
MD,J0192209,2018/10/27,1400,9.272,,,,,,,,
MD,J0192209,2018/11/10,1400,9.272,,,,,,,,
MD,J0192209,2018/12/22,1400,18.544,,,,,,,,
MD,J0192209,2019/01/12,1400,9.272,,,,,,,,
MD,J0192209,2019/02/02,1400,18.544,,,,,,,,
MD,J0192209,2019/02/16,1400,9.272,,,,,,,,
MD,J0192209,2019/02/23,1400,9.272,,,,,,,,
MD,J0192209,2019/03/02,1400,9.272,,,,,,,,
MD,J0192209,2019/03/09,1400,27.816,,,,,,,,
MD,J0192209,2019/03/16,1400,18.544,,,,,,,,
MD,J0192209,2019/03/30,1400,18.544,,,,,,,,
MD,J0192209,2019/04/06,1400,18.544,,,,,,,,
MD,J0192209,2019/04/13,1400,9.272,,,,,,,,
MD,J0192209,2019/04/20,1400,18.544,,,,,,,,
MD,J0192209,2019/05/11,1400,18.544,,,,,,,,
MD,J0192209,2019/05/18,1400,9.272,,,,,,,,
MD,J0192209,2019/05/25,1400,27.816,,,,,,,,
MD,J0192209,2019/06/15,1400,4.667,,,,,,,,
BW,J0222101,2018/01/06,1400,84.405,,,,,,,,
BW,J0222101,2018/01/13,1400,112.108,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/01/20,1400,130.064,,,,,,,,
BW,J0222101,2018/01/27,1400,105.088,1400,403,$0.66,1,$0.00,$0.66,$0.00,J0222101
BW,J0222101,2018/02/03,1400,71.446,,,,,,,,
BW,J0222101,2018/02/10,1400,48.082,,,,,,,,
BW,J0222101,2018/02/17,1400,112.753,,,,,,,,
BW,J0222101,2018/02/24,1400,90.296,1400,402,$0.65,2,$0.00,$0.65,$0.00,J0222101
BW,J0222101,2018/03/03,1400,124.862,1400,1365,$0.00,1,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/03/10,1400,62.386,1400,375,$0.34,1,$0.00,$0.34,$0.00,J0222101
BW,J0222101,2018/03/17,1400,11.174,,,,,,,,
BW,J0222101,2018/03/24,1400,55.216,,,,,,,,
BW,J0222101,2018/03/31,1400,102.189,1400,1326,$0.00,3,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/04/07,1400,56.666,,,,,,,,
BW,J0222101,2018/04/14,1400,81.716,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/04/21,1400,133.739,1400,394,$0.56,1,$0.00,$0.56,$0.00,J0222101
BW,J0222101,2018/04/28,1400,28.226,,,,,,,,
BW,J0222101,2018/05/05,1400,151.503,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/05/12,1400,48.454,,,,,,,,
BW,J0222101,2018/05/19,1400,72.925,1400,432,$1.00,3,$0.00,$1.00,$0.00,J0222101
BW,J0222101,2018/05/26,1400,100.242,,,,,,,,
BW,J0222101,2018/06/02,1400,85.956,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/06/09,1400,103.851,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/06/16,1400,110.328,,,,,,,,
BW,J0222101,2018/06/23,1400,131.419,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/06/30,1400,62.421,,,,,,,,
BW,J0222101,2018/07/07,1400,92.741,1400,0,$0.00,2,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/07/14,1400,114.908,,,,,,,,
BW,J0222101,2018/07/21,1400,13.456,1400,488,$1.65,2,$0.57,$1.08,$0.00,J0222101
BW,J0222101,2018/07/28,1400,159.161,1400,432,$1.00,3,$0.00,$1.00,$0.00,J0222101
BW,J0222101,2018/08/04,1400,51.773,1400,597,$2.92,3,$0.00,$2.92,$0.00,J0222101
BW,J0222101,2018/08/11,1400,45.542,,,,,,,,
BW,J0222101,2018/08/18,1400,158.153,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2018/08/25,1400,29.874,,,,,,,,
BW,J0222101,2018/09/01,1400,105.387,1400,864,$2.00,4,$0.00,$2.00,$0.00,J0222101
BW,J0222101,2018/09/08,1400,72.961,,,,,,,,
BW,J0222101,2018/09/15,1400,36.925,,,,,,,,
BW,J0222101,2018/09/22,1400,97.551,,,,,,,,
BW,J0222101,2018/09/29,1400,113.881,,,,,,,,
BW,J0222101,2018/10/06,1400,69.572,1400,686,$4.00,21,$0.00,$4.00,$0.00,J0222101
BW,J0222101,2018/10/13,1400,149.554,,,,,,,,
BW,J0222101,2018/10/20,1400,78.885,,,,,,,,
BW,J0222101,2018/10/27,1400,143.505,,,,,,,,
BW,J0222101,2018/11/03,1400,22.429,,,,,,,,
BW,J0222101,2018/11/10,1400,102.072,,,,,,,,
BW,J0222101,2018/11/17,1400,94.625,,,,,,,,
BW,J0222101,2018/11/24,1400,26.05,,,,,,,,
BW,J0222101,2018/12/01,1400,126.565,,,,,,,,
BW,J0222101,2018/12/08,1400,81.002,,,,,,,,
BW,J0222101,2018/12/15,1400,52.609,,,,,,,,
BW,J0222101,2018/12/22,1400,156.922,,,,,,,,
BW,J0222101,2018/12/29,1400,12.64,,,,,,,,
BW,J0222101,2019/01/05,1400,14.657,,,,,,,,
BW,J0222101,2019/01/12,1400,153.852,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2019/01/19,1400,43.152,,,,,,,,
BW,J0222101,2019/01/26,1400,66.176,,,,,,,,
BW,J0222101,2019/02/02,1400,140.656,,,,,,,,
BW,J0222101,2019/02/09,1400,44.128,,,,,,,,
BW,J0222101,2019/02/16,1400,89.783,,,,,,,,
BW,J0222101,2019/02/23,1400,97.23,,,,,,,,
BW,J0222101,2019/03/02,1400,55.753,,,,,,,,
BW,J0222101,2019/03/09,1400,86.591,,,,,,,,
BW,J0222101,2019/03/16,1400,99.68,,,,,,,,
BW,J0222101,2019/03/23,1400,94.251,,,,,,,,
BW,J0222101,2019/03/30,1400,124.603,,,,,,,,
BW,J0222101,2019/04/06,1400,98.476,,,,,,,,
BW,J0222101,2019/04/13,1400,99.73,1400,1500,$0.00,9,$0.00,$0.00,$0.00,J0222101
BW,J0222101,2019/04/20,1400,51.48,,,,,,,,
BW,J0222101,2019/04/27,1400,47.312,,,,,,,,
BW,J0222101,2019/05/04,1400,70.375,,,,,,,,
BW,J0222101,2019/05/11,1400,96.2,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222101
BW,J0222101,2019/05/25,1400,50.474,,,,,,,,
BW,J0222101,2019/06/01,1400,97.733,,,,,,,,
BW,J0222101,2019/06/08,1400,113.159,,,,,,,,
BW,J0222101,2019/06/15,1400,57.961,,,,,,,,
BW,J0222101,2019/06/22,1400,153.435,,,,,,,,
BW,J0222101,2019/06/29,1400,22.109,,,,,,,,
BW,J0222101,2019/07/06,1400,22.084,,,,,,,,
BW,J0222101,2019/07/13,1400,75.094,1400,389,$0.50,1,$0.00,$0.50,$0.00,J0222101
BW,J0222101,2019/07/20,1400,47.586,,,,,,,,
BW,J0222101,2019/07/27,1400,80.355,,,,,,,,
BW,J0222102,2018/01/20,1400,2.368,,,,,,,,
BW,J0222102,2018/01/27,1400,5.658,1400,346,$0.00,3,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/02/03,1400,2.368,,,,,,,,
BW,J0222102,2018/02/10,1400,5.658,,,,,,,,
BW,J0222102,2018/02/17,1400,3.947,1400,417,$0.83,2,$0.00,$0.83,$0.00,J0222102
BW,J0222102,2018/02/24,1400,4.079,1400,60,$0.70,15,$0.70,$0.00,$0.00,J0222102
BW,J0222102,2018/03/03,1400,6.184,,,,,,,,
BW,J0222102,2018/03/10,1400,1.842,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/03/17,1400,2.368,,,,,,,,
BW,J0222102,2018/03/24,1400,0.132,1400,0,$0.00,7,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/03/31,1400,11.184,,,,,,,,
BW,J0222102,2018/04/14,1400,0.526,,,,,,,,
BW,J0222102,2018/04/21,1400,1.842,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/05/05,1400,0.526,1400,0,$0.00,7,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/05/12,1400,3.421,,,,,,,,
BW,J0222102,2018/05/19,1400,6.447,1400,410,$0.74,1,$0.00,$0.74,$0.00,J0222102
BW,J0222102,2018/05/26,1400,1.579,1400,0,$0.00,7,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/06/02,1400,4.079,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/06/09,1400,6.974,1400,502,$1.82,10,$0.99,$0.83,$0.00,J0222102
BW,J0222102,2018/06/16,1400,1.052,,,,,,,,
BW,J0222102,2018/06/30,1400,8.026,1400,1297,$3.01,11,$0.00,$3.01,$0.00,J0222102
BW,J0222102,2018/07/07,1400,0.526,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/07/14,1400,1.842,1400,410,$0.74,1,$0.00,$0.74,$0.00,J0222102
BW,J0222102,2018/07/21,1400,8.026,1400,0,$0.00,7,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/08/04,1400,5.658,1400,384,$0.44,1,$0.00,$0.44,$0.00,J0222102
BW,J0222102,2018/08/11,1400,0.526,,,,,,,,
BW,J0222102,2018/08/18,1400,7.5,1400,462,$1.35,14,$0.61,$0.74,$0.00,J0222102
BW,J0222102,2018/09/01,1400,0.526,,,,,,,,
BW,J0222102,2018/09/08,1400,3.553,,,,,,,,
BW,J0222102,2018/09/22,1400,2.368,1400,0,$0.00,6,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/09/29,1400,1.711,,,,,,,,
BW,J0222102,2018/10/13,1400,8.026,1400,43,$0.50,1,$0.50,$0.00,$0.00,J0222102
BW,J0222102,2018/10/20,1400,2.368,1400,340,$0.00,6,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2018/10/27,1400,5.526,,,,,,,,
BW,J0222102,2018/11/03,1400,2.5,,,,,,,,
BW,J0222102,2018/11/10,1400,6.052,,,,,,,,
BW,J0222102,2018/11/17,1400,1.842,1400,467,$1.41,4,$0.00,$1.41,$0.00,J0222102
BW,J0222102,2018/11/24,1400,0.132,,,,,,,,
BW,J0222102,2018/12/01,1400,5.526,1400,477,$1.53,17,$0.61,$0.92,$0.00,J0222102
BW,J0222102,2018/12/08,1400,0.658,,,,,,,,
BW,J0222102,2018/12/15,1400,9.736,1400,34,$0.40,2,$0.40,$0.00,$0.00,J0222102
BW,J0222102,2018/12/29,1400,0.132,,,,,,,,
BW,J0222102,2019/01/05,1400,7.894,,,,,,,,
BW,J0222102,2019/01/19,1400,5.658,1400,0,$0.00,21,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2019/01/26,1400,5.658,,,,,,,,
BW,J0222102,2019/02/02,1400,2.368,,,,,,,,
BW,J0222102,2019/02/23,1400,2.368,1400,384,$0.44,21,$0.00,$0.44,$0.00,J0222102
BW,J0222102,2019/03/02,1400,5.658,1400,0,$0.00,4,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2019/03/16,1400,8.026,,,,,,,,
BW,J0222102,2019/03/30,1400,8.026,,,,,,,,
BW,J0222102,2019/04/13,1400,12.271,1400,0,$0.00,14,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2019/04/20,1400,2.368,,,,,,,,
BW,J0222102,2019/05/04,1400,14.639,1400,376,$0.35,1,$0.00,$0.35,$0.00,J0222102
BW,J0222102,2019/05/18,1400,12.797,,,,,,,,
BW,J0222102,2019/05/25,1400,1.842,,,,,,,,
BW,J0222102,2019/06/22,1400,12.271,1400,-3,$0.00,3,$0.00,$0.00,$0.00,J0222102
BW,J0222102,2019/06/29,1400,2.368,,,,,,,,
BW,J0222102,2019/07/27,1400,0.132,,,,,,,,
BW,J0222102,2019/08/03,1400,14.507,,,,,,,,
BW,J0222103,2018/01/06,1400,25.995,,,,,,,,
BW,J0222103,2018/01/13,1400,142.659,,,,,,,,
BW,J0222103,2018/01/20,1400,134.129,,,,,,,,
BW,J0222103,2018/01/27,1400,184.032,,,,,,,,
BW,J0222103,2018/02/03,1400,147.241,1400,823,$1.52,2,$0.00,$1.52,$0.00,J0222103
BW,J0222103,2018/02/10,1400,217.91,,,,,,,,
BW,J0222103,2018/02/17,1400,106.816,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2018/02/24,1400,80.913,,,,,,,,
BW,J0222103,2018/03/03,1400,161.401,1400,1384,$0.00,4,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2018/03/10,1400,175.121,,,,,,,,
BW,J0222103,2018/03/17,1400,167.937,1400,630,$3.31,9,$2.96,$0.35,$0.00,J0222103
BW,J0222103,2018/03/24,1400,45.961,1400,64,$0.74,2,$0.74,$0.00,$0.00,J0222103
BW,J0222103,2018/03/31,1400,9.972,1400,472,$1.47,2,$0.61,$0.86,$0.00,J0222103
BW,J0222103,2018/04/07,1400,100.497,,,,,,,,
BW,J0222103,2018/04/14,1400,136.475,,,,,,,,
BW,J0222103,2018/04/21,1400,67.207,,,,,,,,
BW,J0222103,2018/04/28,1400,154.344,,,,,,,,
BW,J0222103,2018/05/05,1400,69.37,,,,,,,,
BW,J0222103,2018/05/12,1400,230.834,,,,,,,,
BW,J0222103,2018/05/19,1400,149.047,1400,72,$0.84,2,$0.84,$0.00,$0.00,J0222103
BW,J0222103,2018/05/26,1400,23.201,1400,375,$0.34,1,$0.00,$0.34,$0.00,J0222103
BW,J0222103,2018/06/02,1400,89.14,1400,424,$0.91,1,$0.00,$0.91,$0.00,J0222103
BW,J0222103,2018/06/09,1400,179.225,,,,,,,,
BW,J0222103,2018/06/16,1400,140.655,1400,425,$0.92,2,$0.61,$0.31,$0.00,J0222103
BW,J0222103,2018/06/23,1400,129.067,,,,,,,,
BW,J0222103,2018/06/30,1400,209.926,,,,,,,,
BW,J0222103,2018/07/07,1400,124.379,,,,,,,,
BW,J0222103,2018/07/14,1400,89.096,,,,,,,,
BW,J0222103,2018/07/21,1400,224.979,,,,,,,,
BW,J0222103,2018/07/28,1400,43.21,,,,,,,,
BW,J0222103,2018/08/04,1400,102.907,1400,0,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2018/08/11,1400,130.23,,,,,,,,
BW,J0222103,2018/08/18,1400,89.049,,,,,,,,
BW,J0222103,2018/08/25,1400,186.798,,,,,,,,
BW,J0222103,2018/09/01,1400,79.474,,,,,,,,
BW,J0222103,2018/09/08,1400,59.792,,,,,,,,
BW,J0222103,2018/09/15,1400,205.321,,,,,,,,
BW,J0222103,2018/09/22,1400,81.267,1400,346,$0.00,1,$0.00,$0.00,$0.00,J0222103
BW,J0222103,2018/09/29,1400,54.577,,,,,,,,
BW,J0222103,2018/10/06,1400,148.737,1400,439,$1.08,1,$0.00,$1.08,$0.00,J0222103
BW,J0222103,2018/10/13,1400,64.709,,,,,,,,
BW,J0222103,2018/10/20,1400,166.948,,,,,,,,
