WORKCENTER,WEEK_ENDING,WKOR_PRODUCT_CODE,SumOfstdhours,SumOfOThours,SumOfdthrs,SumOftotalhrs,comp_work,PTB,defects,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,totrwkhrs,total_def_cost
J0744530,2018/12/15,BC,3.9,0,0,3.9,,0,,,,,,
J0744530,2018/12/22,BC,21.1,0,0,21.1,3.884,18.41%,,,,,,
J0744530,2019/01/05,BC,1.9,8.6,0,10.5,1.705,16.24%,,,,,,
J0744530,2019/01/19,BC,0,8.6,0,8.6,10.673,124.10%,,,,,,
J0744530,2019/02/02,BC,10.4,0,0,10.4,1.705,16.39%,,,,,,
J0744530,2019/02/09,BC,8.4,0,0,8.4,1.705,20.30%,,,,,,
J0744530,2019/02/16,BC,2.3,0,0,2.3,0.568,24.70%,,,,,,
J0744530,2019/03/02,BC,19.9,0,0,19.9,12.378,62.20%,,,,,,
J0744530,2019/03/16,BC,15.1,0,0,15.1,3.41,22.58%,,,,,,
J0744530,2019/04/27,BC,15.2,0,0,15.2,3.41,22.43%,,,,,,
J0744530,2019/05/04,BC,40,1.2,0,41.2,6.812,16.53%,,,,,,
J0744530,2019/05/11,BC,13.6,0,0,13.6,8.517,62.63%,,,,,,
J0744530,2019/06/08,BC,5,8.5,0,13.5,3.41,25.26%,,,,,,
J0744530,2019/06/22,BC,16,0,0,16,3.41,21.31%,,,,,,
J0744530,2019/07/13,BC,49.9,0,0,49.9,15.329,30.72%,,,,,,
J0744530,2019/07/27,BC,36.5,0,0,36.5,8.525,23.36%,,,,,,
J0744533,2018/08/11,MG,14.7,0,0,14.7,,0,,,,,,
J0744533,2018/10/13,MG,21.8,0,0,21.8,3.4,15.60%,,,,,,
J0744533,2018/11/10,MG,34.8,0,0,34.8,34.94,100.40%,,,,,,
J0744533,2018/11/24,MG,20.8,0,0,20.8,4,19.23%,,,,,,
J0744533,2019/01/05,MG,34.1,0,0,34.1,,0,,,,,,
J0744533,2019/01/19,MG,34.3,0,0,34.3,34.94,101.87%,,,,,,
J0744533,2019/02/02,MG,17.4,1,0,18.4,8,43.48%,,,,,,
J0744533,2019/02/09,MG,18.9,0,0,18.9,6.8,35.98%,,,,,,
J0744533,2019/03/23,MG,1.9,0,0,1.9,,0,,,,,,
J0744533,2019/04/13,MG,32,0.2,0,32.2,34.94,108.51%,,,,,,
J0744533,2019/06/01,MG,14,0,0,14,,0,,,,,,
J0744533,2019/06/08,MG,38.6,0,0,38.6,14.8,38.34%,,,,,,
J0744533,2019/06/15,MG,26.5,0,0,26.5,34.94,131.85%,,,,,,
J0744533,2019/06/29,MG,15.8,0,0,15.8,20.271,128.30%,,,,,,
J0744533,2019/08/10,MG,4.8,0,0,4.8,,0,,,,,,
J0744536,2018/08/18,WM,34,0,0,34,11.742,34.54%,,,,,,
J0744536,2018/09/08,WM,31.2,0,0,31.2,6.571,21.06%,,,,,,
J0744536,2018/09/22,WM,25.6,0,0,25.6,11.742,45.87%,,,,,,
J0744536,2018/10/06,WM,27,0,0,27,11.742,43.49%,,,,,,
J0744536,2018/10/13,WM,29.7,0,0,29.7,5.748,19.35%,,,,,,
J0744536,2018/10/20,WM,27.2,0,0,27.2,6.571,24.16%,,,,,,
J0744536,2018/10/27,WM,23.4,0.6,0,24,6.571,27.38%,,,,,,
J0744536,2018/11/03,WM,25.2,0,0,25.2,5.748,22.81%,,,,,,
J0744536,2018/11/10,WM,16.1,0,0,16.1,,0,,,,,,
J0744536,2018/11/17,WM,17.3,0,0,17.3,6.571,37.98%,,,,,,
J0744536,2018/12/01,WM,0,8,0,8,,0,,,,,,
J0744536,2018/12/08,WM,45.5,0,12.6,58.1,23.484,40.42%,,,,,,
J0744536,2018/12/15,WM,24.2,0,0,24.2,8.622,35.63%,,,,,,
J0744536,2018/12/22,WM,27.8,0,0,27.8,8.622,31.01%,,,,,,
J0744536,2019/01/12,WM,9.2,0,0,9.2,,0,,,,,,
J0744536,2019/01/19,WM,15,0,0,15,6.571,43.81%,,,,,,
J0744536,2019/01/26,WM,45.8,0,0,45.8,11.742,25.64%,,,,,,
J0744536,2019/02/02,WM,22.5,0,0,22.5,9.445,41.98%,,,,,,
J0744536,2019/02/09,WM,9.4,0,0,9.4,1.437,15.29%,,,,,,
J0744536,2019/02/16,WM,60.1,0,0,60.1,13.179,21.93%,,,,,,
J0744536,2019/02/23,WM,43.7,8.5,0,52.2,26.358,50.49%,,,,,,
J0744536,2019/03/02,WM,5.4,0,0,5.4,1.437,26.61%,,,,,,
J0744536,2019/03/09,WM,43.1,1.5,0,44.6,11.742,26.33%,1,0.00,1.08,0.00,1.08,384
J0744536,2019/03/16,WM,7,0,0,7,11.742,167.74%,,,,,,
J0744536,2019/03/23,WM,23.2,0,0,23.2,,0,1,0.00,0.63,0.00,0.63,327
J0744536,2019/03/30,WM,43.9,0,0,43.9,7.185,16.37%,,,,,,
J0744536,2019/04/06,WM,40.6,0,0,40.6,23.484,57.84%,,,,,,
J0744536,2019/04/13,WM,30.8,0,0,30.8,11.742,38.12%,,,,,,
J0744536,2019/04/20,WM,36.4,0,0,36.4,11.496,31.58%,,,,,,
J0744536,2019/04/27,WM,30.7,6.5,0,37.2,14.616,39.29%,,,,,,
J0744536,2019/05/04,WM,25.4,0,0,25.4,11.742,46.23%,,,,,,
J0744536,2019/05/11,WM,25.2,0,0,25.2,5.748,22.81%,,,,,,
J0744536,2019/05/18,WM,36.9,0,0,36.9,11.742,31.82%,,,,,,
J0744536,2019/05/25,WM,19.5,0.5,0,20,5.748,28.74%,,,,,,
J0744536,2019/06/01,WM,13.5,0,0,13.5,2.874,21.29%,,,,,,
J0744536,2019/06/22,WM,10.5,0,0,10.5,2.874,27.37%,,,,,,
J0744536,2019/06/29,WM,34.3,14.7,0,49,11.742,23.96%,,,,,,
J0744536,2019/07/06,WM,0,0,8.6,8.6,11.742,136.53%,,,,,,
J0744536,2019/07/20,WM,36,8,0,44,14.37,32.66%,,,,,,
J0744536,2019/07/27,WM,10.3,0,0,10.3,2.874,27.90%,,,,,,
J0744536,2019/08/03,WM,13.9,0,0,13.9,,0,,,,,,
J0744536,2019/08/10,WM,37.9,0,0,37.9,,0,,,,,,
J0744537,2018/08/18,WM,18.6,0,0,18.6,,0,,,,,,
J0744537,2018/09/01,WM,2.9,0,0,2.9,3.738,128.90%,,,,,,
J0744537,2018/09/08,WM,0.4,0,0,0.4,,0,,,,,,
J0744537,2018/09/15,WM,22.7,0,0,22.7,7.476,32.93%,,,,,,
J0744537,2018/09/22,WM,16.6,0,0,16.6,3.738,22.52%,,,,,,
J0744537,2018/10/06,WM,6.4,0,0,6.4,3.738,58.41%,,,,,,
J0744537,2018/10/13,WM,14.4,0,0,14.4,4.086,28.38%,,,,,,
J0744537,2018/11/03,WM,25.6,0,0,25.6,,0,,,,,,
J0744537,2018/11/10,WM,16.1,1.3,1.6,19,4.086,21.51%,,,,,,
J0744537,2018/11/17,WM,6.1,0,1.4,7.5,3.738,49.84%,,,,,,
J0744537,2018/12/01,WM,0.4,0,0,0.4,,0,,,,,,
J0744537,2018/12/08,WM,9.1,0,0,9.1,3.738,41.08%,,,,,,
J0744537,2018/12/15,WM,1.3,1,0,2.3,,0,,,,,,
J0744537,2018/12/22,WM,15.4,0,3.9,19.3,0.522,2.70%,,,,,,
J0744537,2018/12/29,WM,0,0,6.6,6.6,4.26,64.55%,,,,,,
J0744537,2019/01/05,WM,0.2,5.5,0,5.7,,0,,,,,,
J0744537,2019/01/12,WM,0,0,1.6,1.6,,0,,,,,,
J0744537,2019/01/19,WM,24,0,0,24,7.476,31.15%,,,,,,
J0744537,2019/01/26,WM,8,6.8,0,14.8,3.738,25.26%,,,,,,
J0744537,2019/02/02,WM,7.6,0,0,7.6,0.174,2.29%,,,,,,
J0744537,2019/02/09,WM,2,0,6.2,8.2,,0,,,,,,
J0744537,2019/02/16,WM,7.7,0,1.1,8.8,0.174,1.98%,,,,,,
J0744537,2019/03/02,WM,11.7,0,0,11.7,3.999,34.18%,,,,,,
J0744537,2019/03/09,WM,7.4,0,0,7.4,3.738,50.51%,,,,,,
J0744537,2019/03/16,WM,3,0,0,3,,0,,,,,,
J0744537,2019/03/23,WM,9.6,2.5,0,12.1,7.476,61.79%,,,,,,
J0744537,2019/03/30,WM,3.4,0,0,3.4,0.261,7.68%,,,,,,
J0744537,2019/04/06,WM,10,0,0,10,0.174,1.74%,,,,,,
J0744537,2019/04/13,WM,0,7.7,0,7.7,3.738,48.55%,,,,,,
J0744537,2019/04/27,WM,9.6,0,0,9.6,0.783,8.16%,,,,,,
J0744537,2019/05/04,WM,4.8,0,1.4,6.2,11.301,182.27%,,,,,,
J0744537,2019/05/11,WM,13.5,0,0,13.5,0.174,1.29%,,,,,,
J0744537,2019/05/18,WM,1.8,0,0,1.8,3.912,217.33%,1,0.00,0.25,0.00,0.25,279
J0744537,2019/06/01,WM,10.2,0,0,10.2,0.435,4.26%,,,,,,
J0744537,2019/06/08,WM,13.8,0,0,13.8,7.563,54.80%,,,,,,
J0744537,2019/06/29,WM,13.9,0,0,13.9,,0,,,,,,
J0744537,2019/07/06,WM,1.6,0,0,1.6,7.476,467.25%,,,,,,
J0744537,2019/07/13,WM,2.4,1.5,0.7,4.6,0.174,3.78%,,,,,,
J0744537,2019/07/20,WM,7.3,4.4,2.1,13.8,7.998,57.96%,,,,,,
J0744537,2019/07/27,WM,7.3,0,0,7.3,0.522,7.15%,1,0.00,1.08,0.00,1.08,384
J0744537,2019/08/03,WM,12.8,0,0,12.8,3.738,29.20%,,,,,,
J0744537,2019/08/10,WM,10.2,0,0,10.2,,0,,,,,,
J0744543,2018/09/01,MG,23.8,2,0,25.8,20.13,78.02%,,,,,,
J0744543,2018/09/15,MG,15,19.2,0,34.2,20.13,58.86%,,,,,,
J0744543,2018/09/29,MG,25.6,0,0,25.6,20.13,78.63%,,,,,,
J0744543,2018/10/20,MG,29,0,0,29,20.13,69.41%,,,,,,
J0744543,2018/12/08,MG,15.6,6,0,21.6,,0,,,,,,
J0744543,2018/12/15,MG,8.4,0,0,8.4,20.13,239.64%,,,,,,
J0744543,2019/01/05,MG,11.1,8.8,0,19.9,20.13,101.16%,,,,,,
J0744543,2019/01/26,MG,0,8,0,8,,0,,,,,,
J0744543,2019/02/02,MG,22.7,0,4.8,27.5,20.13,73.20%,,,,,,
J0744543,2019/03/09,MG,18.6,0,0,18.6,,0,,,,,,
J0744543,2019/03/16,MG,8.6,0,0,8.6,13.44,156.28%,,,,,,
J0744543,2019/03/23,MG,4.3,14.5,0,18.8,20.13,107.07%,,,,,,
J0744543,2019/03/30,MG,20.3,12.5,0,32.8,13.44,40.98%,,,,,,
J0744543,2019/04/20,MG,8,0,0,8,,0,,,,,,
J0744543,2019/04/27,MG,19.2,0,0,19.2,13.44,70.00%,,,,,,
J0744543,2019/05/04,MG,7.5,6.5,0,14,,0,,,,,,
J0744543,2019/05/11,MG,36.6,11.5,0,48.1,13.44,27.94%,,,,,,
J0744543,2019/05/18,MG,0.3,0,0,0.3,20.13,6710.00%,,,,,,
J0744543,2019/06/01,MG,0,11.6,0,11.6,,0,,,,,,
J0744543,2019/06/08,MG,13.6,0,0,13.6,20.13,148.01%,,,,,,
J0744543,2019/06/22,MG,0.9,10.7,0,11.6,,0,,,,,,
J0744543,2019/06/29,MG,10.9,0,0,10.9,20.13,184.68%,,,,,,
J0744543,2019/07/06,MG,1.5,2.2,0,3.7,,0,,,,,,
J0744543,2019/07/13,MG,24.7,3.4,0,28.1,20.13,71.64%,,,,,,
J0744543,2019/07/20,MG,0,2.9,0,2.9,,0,,,,,,
J0744545,2018/08/18,BW,17.5,8.1,0,25.6,19.122,74.70%,,,,,,
J0744545,2018/08/25,BW,21.2,0,0,21.2,11.01,51.93%,,,,,,
J0744545,2018/09/08,BW,18.5,6.9,0,25.4,18.976,74.71%,,,,,,
J0744545,2018/09/15,BW,3.2,5.2,3.7,12.1,13.763,113.74%,,,,,,
J0744545,2018/10/06,BW,13.4,4.8,4.2,22.4,16.224,72.43%,,,,,,
J0744545,2018/10/13,BW,10.1,9.3,0,19.4,13.617,70.19%,,,,,,
J0744545,2018/10/20,BW,5.7,14.2,0,19.9,13.617,68.43%,,,,,,
J0744545,2018/10/27,BW,14.7,3,0,17.7,16.224,91.66%,,,,,,
J0744545,2018/11/03,BW,17.7,6.1,0,23.8,27.379,115.04%,,,,,,
J0744545,2018/11/10,BW,2.4,0,0,2.4,2.753,114.71%,,,,,,
J0744545,2018/11/17,BW,25.6,15.7,0,41.3,13.617,32.97%,,,,,,
J0744545,2018/11/24,BW,2.3,2,4,8.3,16.224,195.47%,,,,,,
J0744545,2018/12/01,BW,8.5,0,0,8.5,13.617,160.20%,,,,,,
J0744545,2018/12/08,BW,5.9,0,0,5.9,5.505,93.31%,,,,,,
J0744545,2018/12/15,BW,17.1,3.8,0,20.9,24.627,117.83%,,,,,,
J0744545,2018/12/22,BW,6.1,4.2,0,10.3,10.719,104.07%,,,,,,
J0744545,2019/01/05,BW,1.5,4.6,0,6.1,5.505,90.25%,,,,,,
J0744545,2019/01/12,BW,14.6,5.1,0,19.7,16.224,82.36%,,,,,,
J0744545,2019/01/19,BW,20.1,0,0,20.1,13.617,67.75%,1,0.00,0.63,0.00,0.63,327
J0744545,2019/01/26,BW,3.8,0,0,3.8,5.505,144.87%,,,,,,
J0744545,2019/02/02,BW,10.8,0,0,10.8,5.214,48.28%,,,,,,
J0744545,2019/02/16,BW,21.3,0,0,21.3,16.515,77.54%,,,,,,
J0744545,2019/03/02,BW,14,0,0,14,8.112,57.94%,,,,,,
J0744545,2019/03/09,BW,0.8,0,0,0.8,,0,,,,,,
J0744545,2019/03/16,BW,7.1,8.7,0,15.8,8.112,51.34%,,,,,,
J0744545,2019/03/23,BW,20.6,1.6,0,22.2,17.008,76.61%,,,,,,
J0744545,2019/03/30,BW,9.8,5.2,0,15,15.51,103.40%,,,,,,
J0744545,2019/04/06,BW,19.5,2.4,0,21.9,10.719,48.95%,,,,,,
J0744545,2019/04/13,BW,5.5,0,0,5.5,5.505,100.09%,,,,,,
J0744545,2019/04/27,BW,8,9.9,0,17.9,14.11,78.83%,,,,,,
J0744545,2019/05/04,BW,10.1,0,0,10.1,2.901,28.72%,,,,,,
J0744545,2019/05/18,BW,10.9,0,0,10.9,8.112,74.42%,,,,,,
J0744545,2019/05/25,BW,18.9,6.5,0,25.4,16.515,65.02%,,,,,,
J0744545,2019/06/01,BW,9.7,0,0,9.7,5.505,56.75%,,,,,,
J0744545,2019/06/08,BW,0,1.9,0,1.9,,0,,,,,,
J0744545,2019/06/15,BW,29.7,0.4,0,30.1,22.02,73.16%,,,,,,
J0744545,2019/06/22,BW,30.2,0,0,30.2,9.714,32.17%,,,,,,
J0744545,2019/06/29,BW,9.3,7.8,0,17.1,16.515,96.58%,,,,,,
J0744545,2019/07/06,BW,11.8,0,0,11.8,2.607,22.09%,,,,,,
J0744545,2019/07/13,BW,4.3,2.6,0,6.9,2.607,37.78%,,,,,,
J0744545,2019/07/20,BW,19.3,0,0,19.3,13.617,70.55%,,,,,,
J0744545,2019/07/27,BW,3.2,6.3,0,9.5,2.607,27.44%,,,,,,
J0744545,2019/08/03,BW,27.3,2.8,0,30.1,19.267,64.01%,,,,,,
J0744545,2019/08/10,BW,2.5,0,0,2.5,,0,,,,,,
J0744590,2018/09/08,WM,1.2,0,0,1.2,,0,,,,,,
J0744590,2018/09/29,WM,10.4,0,0,10.4,,0,,,,,,
J0744590,2018/10/06,WM,12.6,0,0,12.6,,0,,,,,,
J0744590,2018/10/13,WM,3.8,0,0,3.8,,0,,,,,,
J0744590,2019/01/05,WM,13.9,0,0,13.9,,0,,,,,,
J0744590,2019/01/12,WM,9,0,0,9,,0,,,,,,
J0744590,2019/01/19,WM,3.1,0,0,3.1,,0,,,,,,
J0744590,2019/03/09,WM,5,0,0,5,,0,,,,,,
J0744590,2019/03/16,WM,7.2,0,0,7.2,,0,,,,,,
J0744590,2019/05/11,WA,0.1,0,0,0.1,,0,,,,,,
J0744590,2019/07/20,WA,5.2,0,0,5.2,,0,,,,,,
J0744602,2019/07/13,WM,11.2,5.3,0,16.5,11.742,71.16%,,,,,,
J0744602,2019/07/27,WM,5.6,0,0,5.6,,0,,,,,,
J0744602,2019/08/03,WM,7.2,0,0,7.2,11.742,163.08%,,,,,,
J0744603,2019/08/03,MG,4.4,3.7,0,8.1,13.44,165.93%,,,,,,
J0744603,2019/08/10,MG,4.2,0,0,4.2,,0,,,,,,
J0746501,2018/08/11,MG,0,0.5,0,0.5,4.56,912.00%,,,,,,
J0746501,2018/08/18,MG,11.6,0,0,11.6,,0,,,,,,
J0746501,2018/08/25,MG,0,0.6,0,0.6,4.56,760.00%,,,,,,
J0746501,2018/09/15,MG,18,0,0,18,4.56,25.33%,,,,,,
J0746501,2018/09/22,MG,13.5,0,0,13.5,4.56,33.78%,,,,,,
J0746501,2018/09/29,MG,47.4,1.8,0,49.2,6.75,13.72%,,,,,,
J0746501,2018/10/20,MG,45.3,17.8,0,63.1,25.9,41.05%,,,,,,
J0746501,2018/11/03,MG,3.2,16,0,19.2,,0,,,,,,
J0746501,2018/11/10,MG,73,0,15.5,88.5,6.75,7.63%,,,,,,
J0746501,2018/12/01,MG,10.9,0,0,10.9,4.56,41.83%,,,,,,
J0746501,2018/12/15,MG,5.9,0,0,5.9,,0,,,,,,
J0746501,2018/12/22,MG,27.3,17.5,0,44.8,16.325,36.44%,,,,,,
J0746501,2018/12/29,MG,0,0,1.9,1.9,,0,,,,,,
J0746501,2019/01/05,MG,0,6.9,0,6.9,,0,,,,,,
J0746501,2019/01/12,MG,12.5,0,0,12.5,4.56,36.48%,,,,,,
J0746501,2019/01/19,MG,31.2,0,0,31.2,14.685,47.07%,,,,,,
J0746501,2019/01/26,MG,4.7,0,0,4.7,3.375,71.81%,,,,,,
J0746501,2019/02/02,MG,4.6,0,0,4.6,,0,,,,,,
J0746501,2019/02/09,MG,8,0,0,8,,0,,,,,,
J0746501,2019/02/23,MG,18,0,0,18,2.56,14.22%,,,,,,
J0746501,2019/03/09,MG,8.9,0,2.1,11,2.56,23.27%,,,,,,
J0746501,2019/03/16,MG,1,20.1,0,21.1,,0,,,,,,
J0746501,2019/03/23,MG,104,0.8,14.5,119.3,25.9,21.71%,,,,,,
J0746501,2019/04/06,MG,1.8,0,0,1.8,,0,,,,,,
J0746501,2019/04/13,MG,5.6,1.9,2,9.5,2.56,26.95%,,,,,,
J0746501,2019/04/20,MG,55.8,0.3,10.5,66.6,10.06,15.11%,,,,,,
J0746501,2019/04/27,MG,8,0,0,8,4.56,57.00%,,,,,,
J0746501,2019/05/11,MG,2.6,0,3.4,6,13.5,225.00%,,,,,,
J0746501,2019/05/18,MG,0,2.4,0,2.4,,0,,,,,,
J0746501,2019/05/25,MG,103.4,17.2,3.6,124.2,25.9,20.85%,,,,,,
J0746501,2019/06/01,MG,19.3,4.5,0,23.8,4.56,19.16%,,,,,,
J0746501,2019/06/08,MG,0,5.1,0,5.1,,0,,,,,,
J0746501,2019/06/15,MG,6.6,0,0,6.6,,0,,,,,,
J0746501,2019/06/22,MG,7.3,0,0,7.3,4.56,62.47%,,,,,,
J0746501,2019/06/29,MG,21.8,15.2,0,37,5.12,13.84%,,,,,,
J0746501,2019/07/20,MG,0,0,0,0,3.375,#DIV/0!,,,,,,
J0746501,2019/08/10,MG,3.4,0,1.9,5.3,,0,,,,,,
J0746502,2018/08/11,MG,8,8,0,16,35,218.75%,,,,,,
J0746502,2018/08/18,MG,155.7,46.4,6.3,208.4,111,53.26%,,,,,,
J0746502,2018/08/25,MG,182.1,55.6,24.6,262.3,198.89,75.83%,,,,,,
J0746502,2018/09/01,MG,210.4,48.7,30,289.1,191,66.07%,,,,,,
J0746502,2018/09/08,MG,124.8,0,16,140.8,146,103.69%,1,0.00,0.95,0.00,0.95,367
J0746502,2018/09/15,MG,156,45.1,0,201.1,137,68.13%,,,,,,
J0746502,2018/09/22,MG,188,2,13.2,203.2,201,98.92%,,,,,,
J0746502,2018/09/29,MG,51.2,22,0,73.2,,0,,,,,,
J0746502,2018/10/06,MG,217,33.8,40,290.8,245.73,84.50%,,,,,,
J0746502,2018/10/13,MG,150,0,20,170,289,170.00%,,,,,,
J0746502,2018/10/20,MG,67,0,0,67,60,89.55%,,,,,,
J0746502,2018/10/27,MG,84.1,3.4,0,87.5,143.28,163.75%,,,,,,
J0746502,2018/11/03,MG,113,4.9,5.8,123.7,296.84,239.97%,,,,,,
J0746502,2018/11/10,MG,22.6,31.9,0,54.5,100.124,183.71%,,,,,,
J0746502,2018/11/17,MG,156.5,44.6,29.7,230.8,65,28.16%,,,,,,
J0746502,2018/11/24,MG,53.6,7.9,26.3,87.8,126,143.51%,,,,,,
J0746502,2018/12/01,MG,169.4,32.3,0,201.7,406.89,201.73%,,,,,,
J0746502,2018/12/08,MG,182,54.7,11,247.7,243,98.10%,,,,,,
J0746502,2018/12/15,MG,179.6,52.6,32.4,264.6,198,74.83%,,,,,,
J0746502,2018/12/22,MG,101.8,10.6,0,112.4,66.005,58.72%,,,,,,
J0746502,2018/12/29,MG,55.2,27.2,93.3,175.7,130.56,74.31%,,,,,,
J0746502,2019/01/05,MG,159.3,20.4,29.5,209.2,130.06,62.17%,,,,,,
J0746502,2019/01/12,MG,168.7,42.6,21.1,232.4,7.254,3.12%,,,,,,
J0746502,2019/01/19,MG,139,39.9,8.6,187.5,255,136.00%,,,,,,
J0746502,2019/01/26,MG,144.2,4,16.3,164.5,241.444,146.77%,,,,,,
J0746502,2019/02/02,MG,23.3,0,0,23.3,118.73,509.57%,,,,,,
J0746502,2019/02/23,MG,187,43.8,0,230.8,76,32.93%,,,,,,
J0746502,2019/03/02,MG,209.5,68.9,33.1,311.5,124.14,39.85%,,,,,,
J0746502,2019/03/09,MG,166.1,77.8,30,273.9,164,59.88%,,,,,,
J0746502,2019/03/16,MG,166.3,26.8,29.9,223,272,121.97%,,,,,,
J0746502,2019/03/23,MG,113.6,16.9,16.7,147.2,165.42,112.38%,,,,,,
J0746502,2019/03/30,MG,100.9,35.6,0,136.5,77.92,57.08%,,,,,,
J0746502,2019/04/06,MG,184.2,58.3,0,242.5,153.92,63.47%,,,,,,
J0746502,2019/04/13,MG,238.4,65.3,17.3,321,148.14,46.15%,,,,,,
J0746502,2019/04/20,MG,198.6,37.1,26.7,262.4,116.635,44.45%,,,,,,
J0746502,2019/04/27,MG,199,62.6,0,261.6,231.14,88.36%,,,,,,
J0746502,2019/05/04,MG,245.3,63.3,41.1,349.7,314.89,90.05%,,,,,,
J0746502,2019/05/11,MG,211.3,15.4,29.2,255.9,241,94.18%,,,,,,
J0746502,2019/05/18,MG,227.9,70.5,0,298.4,376.124,126.05%,,,,,,
J0746502,2019/05/25,MG,19.1,7.8,28.2,55.1,159.01,288.58%,,,,,,
J0746502,2019/06/01,MG,68,5,0,73,65.28,89.42%,,,,,,
J0746502,2019/06/08,MG,256.6,62.6,30.6,349.8,306.954,87.75%,,,,,,
J0746502,2019/06/15,MG,239.5,40.2,41,320.7,201,62.68%,,,,,,
J0746502,2019/06/22,MG,223.2,61,0,284.2,214,75.30%,,,,,,
J0746502,2019/06/29,MG,225.1,43.9,6,275,194,70.55%,,,,,,
J0746502,2019/07/06,MG,147.1,65.4,30.4,242.9,129,53.11%,,,,,,
J0746502,2019/07/13,MG,136.7,50.4,51.2,238.3,88.14,36.99%,,,,,,
J0746502,2019/07/20,MG,126.4,0,21,147.4,151.42,102.73%,,,,,,
J0746502,2019/07/27,MG,81.9,3.3,0,85.2,236.799,277.93%,,,,,,
J0746502,2019/08/03,MG,132.5,77.9,0,210.4,186.124,88.46%,,,,,,
J0746502,2019/08/10,MG,194.5,6.7,40.6,241.8,,0,,,,,,
J0746503,2018/08/25,MG,16,2.7,0,18.7,16,85.56%,,,,,,
J0746503,2018/09/08,MG,12.8,13.3,0,26.1,16.89,64.71%,,,,,,
J0746503,2018/09/22,MG,16,0,0,16,16,100.00%,,,,,,
J0746503,2018/10/06,MG,8,0,0,8,16.722,209.03%,,,,,,
J0746503,2018/10/13,MG,4.9,0,0,4.9,28,571.43%,,,,,,
J0746503,2018/11/03,MG,32.5,1.1,0,33.6,58.178,173.15%,,,,,,
J0746503,2018/11/10,MG,33.9,0,0.5,34.4,31.722,92.22%,,,,,,
J0746503,2018/12/01,MG,0,19.1,0,19.1,20,104.71%,,,,,,
J0746503,2018/12/08,MG,0,0,6.1,6.1,16,262.30%,,,,,,
J0746503,2018/12/15,MG,17.6,8,0,25.6,15,58.59%,,,,,,
J0746503,2018/12/22,MG,22.5,0,0,22.5,25.251,112.23%,,,,,,
J0746503,2019/01/05,MG,0,8,0,8,,0,,,,,,
J0746503,2019/01/12,MG,44,6.1,8.5,58.6,10.36,17.68%,,,,,,
J0746503,2019/01/26,MG,45.4,0,0,45.4,23.92,52.69%,,,,,,
J0746503,2019/02/02,MG,33.9,0,0,33.9,42.444,125.20%,,,,,,
J0746503,2019/04/06,MG,56.2,7.9,0,64.1,58.178,90.76%,,,,,,
J0746503,2019/04/13,MG,20.9,0,0,20.9,16,76.56%,,,,,,
J0746503,2019/04/20,MG,1.1,0,0,1.1,,0,,,,,,
J0746503,2019/04/27,MG,11.4,0,0,11.4,26.5,232.46%,,,,,,
J0746503,2019/05/04,MG,0,13.6,0,13.6,27,198.53%,,,,,,
J0746503,2019/05/18,MG,19,15.6,0,34.6,35.89,103.73%,,,,,,
J0746503,2019/05/25,MG,20.7,0.2,2.1,23,33.444,145.41%,,,,,,
J0746503,2019/06/08,MG,23.2,16.4,0,39.6,10.36,26.16%,,,,,,
J0746503,2019/06/15,MG,5.9,3.2,0,9.1,16,175.82%,,,,,,
J0746503,2019/06/29,MG,16,0,0,16,16,100.00%,,,,,,
J0746503,2019/07/13,MG,16.1,4.9,0,21,16,76.19%,,,,,,
J0746503,2019/07/20,MG,9.6,14.9,0,24.5,16,65.31%,,,,,,
J0746503,2019/07/27,MG,18.9,30,0,48.9,1.557,3.18%,,,,,,
J0746503,2019/08/03,MG,30.9,0,0,30.9,10.36,33.53%,,,,,,
J0746505,2018/08/11,MG,0,0.7,0,0.7,8.14,1162.86%,,,,,,
J0746505,2018/08/18,MG,23.4,6.1,0,29.5,16.72,56.68%,5,0.73,1.99,0.00,2.72,590
J0746505,2018/08/25,MG,3.6,0,4.5,8.1,,0,,,,,,
J0746505,2018/09/08,MG,1.1,1.7,0,2.8,,0,,,,,,
J0746505,2018/09/15,MG,15.1,0,0,15.1,8.19,54.24%,,,,,,
J0746505,2018/09/22,MG,11,0,0,11,,0,,,,,,
J0746505,2018/09/29,MG,5.5,0,0,5.5,8.19,148.91%,3,0.00,1.59,0.00,1.59,448
J0746505,2018/10/06,MG,1.6,0,0,1.6,,0,,,,,,
J0746505,2018/10/13,MG,4.6,0,0,4.6,8.2,178.26%,,,,,,
J0746505,2018/10/20,MG,46.5,2.5,0,49,10.636,21.71%,,,,,,
J0746505,2018/10/27,MG,9.5,7.9,0,17.4,,0,,,,,,
J0746505,2018/11/03,MG,0,0,4.3,4.3,8.14,189.30%,,,,,,
J0746505,2018/11/10,MG,3.8,2.3,0,6.1,14.36,235.41%,,,,,,
J0746505,2018/11/17,MG,30.4,6,0,36.4,,0,1,0.73,0.00,0.00,0.73,92
J0746505,2018/11/24,MG,4.3,0,2.5,6.8,12.36,181.76%,,,,,,
J0746505,2018/12/01,MG,16.3,0,0,16.3,8.096,49.67%,,,,,,
J0746505,2018/12/15,MG,6.7,0,0,6.7,,0,1,0.00,0.00,0.00,0.00,248
J0746505,2018/12/22,MG,11.9,0,0,11.9,6,50.42%,,,,,,
